URL,Version,Status,OIDs,Name,Title,Description,Used
http://hl7.org/fhir/object-role,3.0.2,draft,"2.16.840.1.113883.4.642.1.454",AuditEventEntityRole,,"Code representing the role the entity played in the audit event","ValueSet/object-role"
http://hl7.org/fhir/observation-category,3.0.2,draft,"2.16.840.1.113883.4.642.1.393",Observation Category Codes,,"Observation Category codes.","ValueSet/observation-category"
http://hl7.org/fhir/observation-relationshiptypes,3.0.2,draft,"2.16.840.1.113883.4.642.1.390",ObservationRelationshipType,,"Codes specifying how two observations are related.","ValueSet/observation-relationshiptypes"
http://hl7.org/fhir/observation-status,3.0.2,draft,"2.16.840.1.113883.4.642.1.388",ObservationStatus,,"Codes providing the status of an observation.","ValueSet/observation-status"
http://hl7.org/fhir/organization-type,3.0.2,draft,"2.16.840.1.113883.4.642.1.404",OrganizationType,,"This example value set defines a set of codes that can be used to indicate a type of organization.","ValueSet/organization-type"
http://hl7.org/fhir/plan-definition-type,3.0.2,draft,"2.16.840.1.113883.4.642.1.781",PlanDefinitionType,,"The type of PlanDefinition","ValueSet/plan-definition-type"
http://hl7.org/fhir/practitioner-role,3.0.2,draft,"2.16.840.1.113883.4.642.1.431",PractitionerRole,,"This example value set defines a set of codes that can be used to indicate the role of a Practitioner.","ValueSet/practitioner-role"
http://hl7.org/fhir/publication-status,3.0.2,draft,"2.16.840.1.113883.4.642.1.4",PublicationStatus,,"The lifecycle status of a Value Set or Concept Map.","ValueSet/publication-status"
http://hl7.org/fhir/quantity-comparator,3.0.2,draft,"2.16.840.1.113883.4.642.1.55",QuantityComparator,,"How the Quantity should be understood and represented.","ValueSet/quantity-comparator"
http://hl7.org/fhir/reaction-event-severity,3.0.2,draft,"2.16.840.1.113883.4.642.1.126",AllergyIntoleranceSeverity,,"Clinical assessment of the severity of a reaction event as a whole, potentially considering multiple different manifestations.","ValueSet/reaction-event-severity"
http://hl7.org/fhir/referencerange-meaning,3.0.2,draft,"2.16.840.1.113883.4.642.1.385",Observation Reference Range Meaning Codes,,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","ValueSet/referencerange-meaning"
http://hl7.org/fhir/resource-types,3.0.2,draft,,ResourceType,,"One of the resource types defined as part of FHIR.","ValueSet/audit-entity-type,ValueSet/consent-content-class"
http://hl7.org/fhir/restful-interaction,null,draft,,FHIR Restful Interactions,,"The set of interactions defined by the RESTful part of the FHIR specification.","ValueSet/audit-event-sub-type"
http://hl7.org/fhir/security-source-type,20100826,active,"2.16.840.1.113883.4.642.1.460",Audit Event Source Type,,"The type of process where the audit event originated from.","ValueSet/audit-source-type"
http://hl7.org/fhir/sid/cvx,4.0.0,active,"2.16.840.1.113883.12.292",CVX,Vaccine Administered Code Set (CVX),"The CDC's National Center of Immunization and Respiratory Diseases (NCIRD - see [https://www.cdc.gov/ncird/](https://www.cdc.gov/ncird/)) developed and maintains the CVX (vaccine administered) code set. It includes both active and inactive vaccines available in the US. CVX codes for inactive vaccines allow transmission of historical immunization records. When a MVX (manufacturer) code is paired with a CVX (vaccine administered) code, the specific trade named vaccine may be indicated. These codes should be used for immunization messages using either HL7 Version 2.3.1 or HL7 Version 2.5.1. CVX is the underlying Master Code System for V2 table 0292 (Vaccines Administered). The machine readable name for CVX in PHIN VADS is PH_VaccinesAdministeredCVX_CDC_NIP. The version of the CVX code set for certification can be found on the archive page:[https://www2a.cdc.gov/vaccines/iis/iisstandards/mu3versioned_codes.asp](https://www2a.cdc.gov/vaccines/iis/iisstandards/mu3versioned_codes.asp)     The Status column indicates if the vaccine is currently available in the United States.    *  Active: A currently available administrable vaccine     *  Inactive: An administrable vaccine formulation that is no longer available for patient administration, but can be found in historical patient records OR A historical record of a vaccine administered where the exact formulation is unknown     *  Pending: A vaccine that is expected to become active in the future     *  Non-US: A vaccine that available outside the US only     *  Never Active: A vaccine that was never available and is not in the pipeline of new vaccines     The Last Updated column indicates the last time this particular vaccine code was updated in this table.    Questions regarding this table should be directed to the IIS Technical Assistance Team via iisinfo@cdc.gov (or use mailing address via [https://www2a.cdc.gov/vaccines/iis/iisstandards/vaccines.asp?rpt=cvx#addr](https://www2a.cdc.gov/vaccines/iis/iisstandards/vaccines.asp?rpt=cvx#addr))     HL7 Implementers should note that 'Status' IS NOT CONCEPT STATUS as all codes are ACTIVE in this code system.    The current code system is available via [https://www2a.cdc.gov/vaccines/iis/iisstandards/vaccines.asp?rpt=cvx](https://www2a.cdc.gov/vaccines/iis/iisstandards/vaccines.asp?rpt=cvx)","ValueSet/vaccine-code"
http://hl7.org/fhir/sid/icd-10-nl,2.1.1,retired,"2.16.840.1.113883.6.3.2",ICD10dut,ICD10, Dutch Translation,"Hirs, W., H.W. Becker, C. van Boven, S.K. Oskam, I.M. Okkes, H. Lamberts. ICD-10, Dutch Translation, 200403. Amsterdam: Department of General Practice, Academic Medical Center/University of Amsterdam, Dutch College of General Practitioners (NHG), March 20","ValueSet/ProbleemNaamCodelist"
http://hl7.org/fhir/sid/icpc-1-nl,1.12.0,active,"2.16.840.1.113883.2.4.4.31.1",ICPC-1,ICPC-1 NL,"Op basis van NHG-Tabel ICPC versie 10, april 2022 en ICPC-Thesaurus versie 2023 © NHG","ValueSet/ProbleemNaamCodelist"
http://hl7.org/fhir/specimen-status,3.0.2,draft,"2.16.840.1.113883.4.642.1.465",SpecimenStatus,,"Codes providing the status/availability of a specimen.","ValueSet/specimen-status"
http://hl7.org/fhir/v2/0078,2.8.2,active,"2.16.840.1.113883.18.31",v2 Interpretation Codes,,"FHIR Value set/code system definition for HL7 v2 table 0078 ( Interpretation Codes)","ValueSet/observation-interpretation"
http://hl7.org/fhir/v2/0131,2.8.2,active,"2.16.840.1.113883.18.58",v2 Contact Role,,"FHIR Value set/code system definition for HL7 v2 table 0131 ( Contact Role)","ValueSet/v2-0131"
http://hl7.org/fhir/v2/0203,2.8.2,active,"2.16.840.1.113883.18.108",v2 Identifier Type,,"FHIR Value set/code system definition for HL7 v2 table 0203 ( Identifier Type)","ValueSet/identifier-type"
http://hl7.org/fhir/v2/0360/2.7,0360,active,"2.16.840.1.113883.18.220",v2 table 0360, Version 2.7,,"v2 table definition for v2 table 0360, Version 2.7","ValueSet/v2-2.7-0360"
http://hl7.org/fhir/v2/0371,2.8.2,active,"2.16.840.1.113883.18.229",v2 Additive/Preservative,,"FHIR Value set/code system definition for HL7 v2 table 0371 ( Additive/Preservative)","ValueSet/v2-0371"
